,,
,,
-0.00097,0.112,0.58
-0.00096,0.12,0.58
-0.00095,0.168,0.56
-0.00094,0.168,0.56
-0.00093,0.216,0.54
-0.00092,0.224,0.52
-0.00091,0.264,0.48
-0.0009,0.264,0.48
-0.00089,0.304,0.42
-0.00088,0.304,0.42
-0.00087,0.336,0.34
-0.00086,0.336,0.34
-0.00085,0.368,0.3
-0.00084,0.36,0.28
-0.00083,0.384,0.22
-0.00082,0.392,0.2
-0.00081,0.4,0.16
-0.0008,0.4,0.12
-0.00079,0.424,0.0799
-0.00078,0.416,0.06
-0.00077,0.424,-0.04
-0.00076,0.424,-0.04
-0.00075,0.432,-0.1
-0.00074,0.432,-0.12
-0.00073,0.424,-0.18
-0.00072,0.424,-0.2
-0.00071,0.432,-0.28
-0.0007,0.416,-0.28
-0.00069,0.4,-0.34
-0.00068,0.4,-0.36
-0.00067,0.384,-0.4
-0.00066,0.384,-0.42
-0.00065,0.36,-0.48
-0.00064,0.36,-0.48
-0.00063,0.328,-0.54
-0.00062,0.328,-0.52
-0.00061,0.296,-0.6
-0.0006,0.296,-0.6
-0.00059,0.256,-0.62
-0.00058,0.248,-0.64
-0.00057,0.208,-0.68
-0.00056,0.2,-0.68
-0.00055,0.144,-0.68
-0.00054,0.144,-0.68
-0.00053,0.0799,-0.68
-0.00052,0.072,-0.68
-0.00051,0.016,-0.68
-0.0005,0.008,-0.68
-0.00049,-0.048,-0.68
-0.00048,-0.056,-0.68
-0.00047,-0.104,-0.68
-0.00046,-0.112,-0.68
-0.00045,-0.16,-0.64
-0.00044,-0.16,-0.64
-0.00043,-0.2,-0.6
-0.00042,-0.208,-0.6
-0.00041,-0.256,-0.54
-0.0004,-0.272,-0.54
-0.00039,-0.304,-0.48
-0.00038,-0.304,-0.46
-0.00037,-0.336,-0.42
-0.00036,-0.344,-0.42
-0.00035,-0.376,-0.36
-0.00034,-0.376,-0.36
-0.00033,-0.392,-0.28
-0.00032,-0.392,-0.28
-0.00031,-0.408,-0.2
-0.0003,-0.416,-0.2
-0.00029,-0.424,-0.12
-0.00028,-0.424,-0.12
-0.00027,-0.44,-0.04
-0.00026,-0.432,-0.04
-0.00025,-0.44,0.04
-0.00024,-0.44,0.04
-0.00023,-0.432,0.12
-0.00022,-0.44,0.12
-0.00021,-0.424,0.2
-0.0002,-0.424,0.2
-0.00019,-0.408,0.28
-0.00018,-0.416,0.28
-0.00017,-0.392,0.34
-0.00016,-0.392,0.34
-0.00015,-0.368,0.42
-0.00014,-0.368,0.42
-0.00013,-0.336,0.48
-0.00012,-0.336,0.48
-0.00011,-0.312,0.52
-0.0001,-0.304,0.52
-0.00009,-0.272,0.58
-0.00008,-0.256,0.56
-0.00007,-0.216,0.6
-0.00006,-0.208,0.58
-0.00005,-0.144,0.64
-0.00004,-0.136,0.64
-0.00003,-0.072,0.62
-0.00002,-0.072,0.64
-0.00001,-0.008,0.64
0,0,0.64
0.00001,0.056,0.62
0.00002,0.064,0.64
0.00003,0.112,0.6
0.00004,0.12,0.58
0.00005,0.16,0.6
0.00006,0.168,0.56
0.00007,0.208,0.54
0.00008,0.216,0.54
0.00009,0.256,0.48
0.0001,0.256,0.48
0.00011,0.296,0.42
0.00012,0.304,0.42
0.00013,0.336,0.36
0.00014,0.328,0.34
0.00015,0.36,0.28
0.00016,0.36,0.28
0.00017,0.384,0.24
0.00018,0.384,0.2
0.00019,0.4,0.16
0.0002,0.4,0.14
0.00021,0.416,0.0799
0.00022,0.416,0.0799
0.00023,0.424,0
0.00024,0.424,-0.04
0.00025,0.432,-0.0799
0.00026,0.424,-0.1
0.00027,0.432,-0.18
0.00028,0.424,-0.2
0.00029,0.432,-0.24
0.0003,0.416,-0.28
0.00031,0.4,-0.34
0.00032,0.4,-0.32
0.00033,0.384,-0.4
0.00034,0.384,-0.4
0.00035,0.36,-0.46
0.00036,0.36,-0.46
0.00037,0.328,-0.52
0.00038,0.328,-0.54
0.00039,0.296,-0.6
0.0004,0.296,-0.6
0.00041,0.256,-0.62
0.00042,0.256,-0.64
0.00043,0.208,-0.68
0.00044,0.2,-0.68
0.00045,0.152,-0.68
0.00046,0.144,-0.68
0.00047,0.0799,-0.68
0.00048,0.072,-0.68
0.00049,0.016,-0.68
0.0005,0.008,-0.68
0.00051,-0.04,-0.68
0.00052,-0.048,-0.68
0.00053,-0.104,-0.68
0.00054,-0.104,-0.68
0.00055,-0.152,-0.64
0.00056,-0.16,-0.64
0.00057,-0.2,-0.6
0.00058,-0.208,-0.6
0.00059,-0.248,-0.54
0.0006,-0.256,-0.54
0.00061,-0.304,-0.48
0.00062,-0.304,-0.48
0.00063,-0.336,-0.44
0.00064,-0.344,-0.4
0.00065,-0.368,-0.36
0.00066,-0.368,-0.36
0.00067,-0.392,-0.28
0.00068,-0.392,-0.28
0.00069,-0.416,-0.2
0.0007,-0.416,-0.2
0.00071,-0.424,-0.12
0.00072,-0.424,-0.12
0.00073,-0.432,-0.04
0.00074,-0.44,-0.04
0.00075,-0.432,0.04
0.00076,-0.44,0.04
0.00077,-0.432,0.12
0.00078,-0.432,0.12
0.00079,-0.424,0.2
0.0008,-0.424,0.2
0.00081,-0.416,0.28
0.00082,-0.408,0.28
0.00083,-0.4,0.34
0.00084,-0.392,0.34
0.00085,-0.368,0.4
0.00086,-0.368,0.4
0.00087,-0.344,0.46
0.00088,-0.336,0.48
0.00089,-0.304,0.5
0.0009,-0.304,0.52
0.00091,-0.256,0.58
0.00092,-0.256,0.58
0.00093,-0.216,0.62
0.00094,-0.208,0.62
0.00095,-0.144,0.64
0.00096,-0.136,0.64
0.00097,-0.0799,0.64
0.00098,-0.072,0.64
0.00099,-0.016,0.64
0.001,0,0.64
0.00101,0.048,0.62
0.00102,0.056,0.62
0.00103,0.112,0.58
0.00104,0.12,0.58
0.00105,0.168,0.56
0.00106,0.168,0.56
0.00107,0.216,0.54
0.00108,0.224,0.52
0.00109,0.256,0.48
0.0011,0.264,0.48
0.00111,0.296,0.42
0.00112,0.296,0.42
0.00113,0.328,0.34
0.00114,0.336,0.34
0.00115,0.36,0.28
0.00116,0.36,0.28
0.00117,0.384,0.22
0.00118,0.384,0.2
0.00119,0.4,0.16
0.0012,0.4,0.14
0.00121,0.416,0.0799
0.00122,0.416,0.04
0.00123,0.424,-0.02
0.00124,0.424,-0.04
0.00125,0.432,-0.1
0.00126,0.424,-0.1
0.00127,0.432,-0.2
0.00128,0.424,-0.18
0.00129,0.424,-0.26
0.0013,0.416,-0.28
0.00131,0.408,-0.32
0.00132,0.4,-0.34
0.00133,0.384,-0.4
0.00134,0.384,-0.4
0.00135,0.36,-0.46
0.00136,0.36,-0.46
0.00137,0.336,-0.54
0.00138,0.328,-0.54
0.00139,0.296,-0.6
0.0014,0.296,-0.6
0.00141,0.248,-0.64
0.00142,0.248,-0.64
0.00143,0.208,-0.68
0.00144,0.2,-0.68
0.00145,0.144,-0.68
0.00146,0.136,-0.68
0.00147,0.0799,-0.68
0.00148,0.072,-0.68
0.00149,0.016,-0.68
0.0015,0.008,-0.68
0.00151,-0.048,-0.68
0.00152,-0.056,-0.68
0.00153,-0.096,-0.68
0.00154,-0.104,-0.68
0.00155,-0.152,-0.64
0.00156,-0.16,-0.64
0.00157,-0.2,-0.6
0.00158,-0.2,-0.6
0.00159,-0.248,-0.54
0.0016,-0.248,-0.54
0.00161,-0.296,-0.48
0.00162,-0.304,-0.48
0.00163,-0.336,-0.44
0.00164,-0.336,-0.42
0.00165,-0.368,-0.36
0.00166,-0.368,-0.36
0.00167,-0.392,-0.28
0.00168,-0.392,-0.28
0.00169,-0.408,-0.2
0.0017,-0.408,-0.2
0.00171,-0.424,-0.12
0.00172,-0.424,-0.12
0.00173,-0.432,-0.04
0.00174,-0.432,-0.04
0.00175,-0.44,0.02
0.00176,-0.432,0.04
0.00177,-0.44,0.12
0.00178,-0.432,0.12
0.00179,-0.424,0.2
0.0018,-0.424,0.2
0.00181,-0.416,0.28
0.00182,-0.408,0.28
0.00183,-0.392,0.32
0.00184,-0.392,0.32
0.00185,-0.368,0.4
0.00186,-0.368,0.4
0.00187,-0.336,0.46
0.00188,-0.344,0.46
0.00189,-0.312,0.5
0.0019,-0.312,0.52
0.00191,-0.272,0.56
0.00192,-0.272,0.56
0.00193,-0.216,0.6
0.00194,-0.216,0.6
0.00195,-0.152,0.64
0.00196,-0.144,0.62
0.00197,-0.0879,0.66
0.00198,-0.072,0.64
0.00199,-0.024,0.64
0.002,-0.008,0.64
0.00201,0.048,0.62
0.00202,0.048,0.64
0.00203,0.112,0.6
0.00204,0.112,0.58
0.00205,0.16,0.56
0.00206,0.168,0.56
0.00207,0.208,0.54
0.00208,0.216,0.54
0.00209,0.248,0.48
0.0021,0.256,0.48
0.00211,0.296,0.42
0.00212,0.296,0.42
0.00213,0.328,0.34
0.00214,0.336,0.34
0.00215,0.36,0.3
0.00216,0.36,0.28
0.00217,0.384,0.2
0.00218,0.384,0.22
0.00219,0.4,0.16
0.0022,0.4,0.14
0.00221,0.416,0.0799
0.00222,0.416,0.0799
0.00223,0.424,0
0.00224,0.424,-0.04
0.00225,0.432,-0.0799
0.00226,0.424,-0.1
0.00227,0.432,-0.16
0.00228,0.424,-0.18
0.00229,0.416,-0.28
0.0023,0.416,-0.28
0.00231,0.408,-0.32
0.00232,0.408,-0.32
0.00233,0.384,-0.4
0.00234,0.384,-0.4
0.00235,0.36,-0.46
0.00236,0.368,-0.46
0.00237,0.336,-0.52
0.00238,0.328,-0.52
0.00239,0.304,-0.58
0.0024,0.296,-0.6
0.00241,0.256,-0.62
0.00242,0.256,-0.62
0.00243,0.208,-0.68
0.00244,0.208,-0.68
0.00245,0.152,-0.68
0.00246,0.144,-0.68
0.00247,0.0879,-0.7
0.00248,0.072,-0.68
0.00249,0.024,-0.7
0.0025,0.016,-0.68
0.00251,-0.04,-0.7
0.00252,-0.048,-0.68
0.00253,-0.096,-0.68
0.00254,-0.104,-0.68
0.00255,-0.152,-0.64
0.00256,-0.16,-0.64
0.00257,-0.2,-0.6
0.00258,-0.208,-0.6
0.00259,-0.248,-0.54
0.0026,-0.256,-0.54
0.00261,-0.296,-0.48
0.00262,-0.304,-0.48
0.00263,-0.336,-0.42
0.00264,-0.336,-0.44
0.00265,-0.368,-0.36
0.00266,-0.368,-0.36
0.00267,-0.392,-0.28
0.00268,-0.392,-0.28
0.00269,-0.416,-0.2
0.0027,-0.408,-0.2
0.00271,-0.424,-0.12
0.00272,-0.424,-0.12
0.00273,-0.432,-0.04
0.00274,-0.432,-0.04
0.00275,-0.44,0.04
0.00276,-0.432,0.04
0.00277,-0.44,0.12
0.00278,-0.432,0.12
0.00279,-0.424,0.2
0.0028,-0.424,0.2
0.00281,-0.416,0.28
0.00282,-0.408,0.28
0.00283,-0.392,0.34
0.00284,-0.392,0.34
0.00285,-0.368,0.4
0.00286,-0.368,0.4
0.00287,-0.344,0.48
0.00288,-0.336,0.48
0.00289,-0.304,0.5
0.0029,-0.304,0.5
0.00291,-0.272,0.56
0.00292,-0.272,0.56
0.00293,-0.216,0.6
0.00294,-0.216,0.6
0.00295,-0.152,0.64
0.00296,-0.144,0.64
0.00297,-0.0799,0.64
0.00298,-0.072,0.64
0.00299,-0.016,0.64
